id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
jxdvw0r3o2waZAMW2dUXLQ,los-panchos-mexican-restaurant-waynesboro,Los Panchos Mexican Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/587-S0KDQOokTTHzLGUMiA/o.jpg,False,https://www.yelp.com/biz/los-panchos-mexican-restaurant-waynesboro?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,47,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 38.06561187518891, 'longitude': -78.93764766370161}","['pickup', 'delivery']",,"{'address1': '156 Lucy Ln', 'address2': '', 'address3': None, 'city': 'Waynesboro', 'zip_code': '22980', 'country': 'US', 'state': 'VA', 'display_address': ['156 Lucy Ln', 'Waynesboro, VA 22980']}",+15404517312,(540) 451-7312,42848.88761586662
aPqw2hgFgXp2dKZB4bcu8w,what-a-blessing-bakery-and-deli-amherst,What A Blessing Bakery & Deli,https://s3-media2.fl.yelpcdn.com/bphoto/Ph0kyRp_KZTh7onm02D_fA/o.jpg,False,https://www.yelp.com/biz/what-a-blessing-bakery-and-deli-amherst?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,46,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'latitude': 37.56533, 'longitude': -79.06357}",[],$,"{'address1': '195 Ambriar Plz', 'address2': '', 'address3': '', 'city': 'Amherst', 'zip_code': '24521', 'country': 'US', 'state': 'VA', 'display_address': ['195 Ambriar Plz', 'Amherst, VA 24521']}",+14349460330,(434) 946-0330,57791.12940542454
gM-pk8TPE_rYomBgpKAMSA,peaks-of-otter-winery-bedford,Peaks of Otter Winery,https://s3-media2.fl.yelpcdn.com/bphoto/tgkg8-zyRUPyiLwmPvaJpw/o.jpg,False,https://www.yelp.com/biz/peaks-of-otter-winery-bedford?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'wineries', 'title': 'Wineries'}]",4.0,"{'latitude': 37.39782601809068, 'longitude': -79.62524873123378}",[],$$,"{'address1': '1218 Elmos Rd', 'address2': '', 'address3': '', 'city': 'Bedford', 'zip_code': '24523', 'country': 'US', 'state': 'VA', 'display_address': ['1218 Elmos Rd', 'Bedford, VA 24523']}",+15405863707,(540) 586-3707,69555.89701754473
ZmcxwWXjTMvYelCJ5nWtog,tonys-pizza-and-italian-restaurant-fishersville,Tony's Pizza & Italian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/IPbugldZHBEKr8oveKspmw/o.jpg,False,https://www.yelp.com/biz/tonys-pizza-and-italian-restaurant-fishersville?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 38.10666, 'longitude': -78.97933}",['delivery'],$$,"{'address1': '32 Windward Dr', 'address2': 'Ste 108', 'address3': None, 'city': 'Fishersville', 'zip_code': '22939', 'country': 'US', 'state': 'VA', 'display_address': ['32 Windward Dr', 'Ste 108', 'Fishersville, VA 22939']}",+15409439493,(540) 943-9493,40321.153722444644
xzTY8nlArENg5pEJma0VXQ,ledo-pizza-lynchburg-4,Ledo Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/Rg0nSUnRgotDy6edAiKkmA/o.jpg,False,https://www.yelp.com/biz/ledo-pizza-lynchburg-4?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'italian', 'title': 'Italian'}]",3.5,"{'latitude': 37.35494905, 'longitude': -79.2255979}","['pickup', 'delivery']",$,"{'address1': '126 Old Graves Mill Rd', 'address2': '', 'address3': '', 'city': 'Lynchburg', 'zip_code': '24502', 'country': 'US', 'state': 'VA', 'display_address': ['126 Old Graves Mill Rd', 'Lynchburg, VA 24502']}",+14342379495,(434) 237-9495,73952.25232035272
g_fCULkNN64OmWVeE-iN7w,el-sol-mexican-restaurant-harrisonburg-2,El Sol Mexican Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/FzDhbD8LL88kVJyqs4d9Tg/o.jpg,False,https://www.yelp.com/biz/el-sol-mexican-restaurant-harrisonburg-2?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 38.44332, 'longitude': -78.8564899}","['pickup', 'delivery']",$,"{'address1': '68 S Carlton St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['68 S Carlton St', 'Harrisonburg, VA 22801']}",+15404428763,(540) 442-8763,69522.23719053988
zMvX92EBdzoGKoutJKiHUg,mizumi-japanese-bistro-lynchburg,Mizumi Japanese Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/jGGqqk7C8qvuEcg8cKa8jw/o.jpg,False,https://www.yelp.com/biz/mizumi-japanese-bistro-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 37.41247, 'longitude': -79.14057}","['pickup', 'delivery']",,"{'address1': '1125 Main St', 'address2': '', 'address3': None, 'city': 'Lynchburg', 'zip_code': '24504', 'country': 'US', 'state': 'VA', 'display_address': ['1125 Main St', 'Lynchburg, VA 24504']}",+14346166199,(434) 616-6199,70020.65044284092
Xcqep2jyZvwnaCibut0_Cw,the-italian-job-new-market,The Italian Job,https://s3-media2.fl.yelpcdn.com/bphoto/REuXcSxiqlcsE12jcS5bxQ/o.jpg,False,https://www.yelp.com/biz/the-italian-job-new-market?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,45,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 38.6484413146973, 'longitude': -78.6726303100586}",[],$,"{'address1': '140 W Old Cross Rd', 'address2': None, 'address3': None, 'city': 'New Market', 'zip_code': '22844', 'country': 'US', 'state': 'VA', 'display_address': ['140 W Old Cross Rd', 'New Market, VA 22844']}",+15407404448,(540) 740-4448,97062.81516665353
m_P-XYTgdJMqakRrSHSBVg,starbucks-harrisonburg,Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/tnc9Q7SxqoNfrzm6LPWKIA/o.jpg,False,https://www.yelp.com/biz/starbucks-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 38.43021154, 'longitude': -78.876273}",['delivery'],$$,"{'address1': '1306 Hillside Ave', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['1306 Hillside Ave', 'Harrisonburg, VA 22801']}",+15404326186,(540) 432-6186,67272.18748158932
IPPwR3q1XJTQvQFjisz3hQ,la-caretta-lynchburg,La Caretta,https://s3-media2.fl.yelpcdn.com/bphoto/yK0f0xoy8f-cvCJ4lyNKZw/o.jpg,False,https://www.yelp.com/biz/la-caretta-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 37.41177, 'longitude': -79.17281}",['delivery'],$,"{'address1': '2245 Langhorne Rd', 'address2': '', 'address3': '', 'city': 'Lynchburg', 'zip_code': '24501', 'country': 'US', 'state': 'VA', 'display_address': ['2245 Langhorne Rd', 'Lynchburg, VA 24501']}",+14345286800,(434) 528-6800,69133.00652749193
cPlBU6x__AO-9gRXIwGxiA,alexs-taco-truck-waynesboro,Alex's Taco Truck,https://s3-media1.fl.yelpcdn.com/bphoto/AoO86QUUEJc1FhH4lzz0Rw/o.jpg,False,https://www.yelp.com/biz/alexs-taco-truck-waynesboro?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 38.0674882068713, 'longitude': -78.8828142732382}",['delivery'],$,"{'address1': '265 E Main St', 'address2': '', 'address3': None, 'city': 'Waynesboro', 'zip_code': '22980', 'country': 'US', 'state': 'VA', 'display_address': ['265 E Main St', 'Waynesboro, VA 22980']}",+15404511131,(540) 451-1131,47622.80681557636
TY4kOYC0J0pwQlQcJAPICA,elkton-brewing-company-elkton,Elkton Brewing Company,https://s3-media1.fl.yelpcdn.com/bphoto/feQWXTLwPWG3dicQAGuKNg/o.jpg,False,https://www.yelp.com/biz/elkton-brewing-company-elkton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,"{'latitude': 38.4084885499697, 'longitude': -78.6246593669057}",[],$$,"{'address1': '100 5th St', 'address2': '', 'address3': None, 'city': 'Elkton', 'zip_code': '22827', 'country': 'US', 'state': 'VA', 'display_address': ['100 5th St', 'Elkton, VA 22827']}",+15402461684,(540) 246-1684,82915.25194621307
ZFH95sgeahTTb1D6n1d9Ew,farm-basket-lynchburg,Farm Basket,https://s3-media1.fl.yelpcdn.com/bphoto/n9Hgbaoc9fwuOaM8sQ0KZg/o.jpg,False,https://www.yelp.com/biz/farm-basket-lynchburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 37.4143807, 'longitude': -79.1884175}",['delivery'],$,"{'address1': '2008 Langhorne Rd', 'address2': '', 'address3': '', 'city': 'Lynchburg', 'zip_code': '24501', 'country': 'US', 'state': 'VA', 'display_address': ['2008 Langhorne Rd', 'Lynchburg, VA 24501']}",+14345281107,(434) 528-1107,68405.88561634786
OZv32iPGFP1qpXyuznR8AA,dunkin-lynchburg-5,Dunkin',https://s3-media1.fl.yelpcdn.com/bphoto/LnPhCyBhWhAIilZMfcREiA/o.jpg,False,https://www.yelp.com/biz/dunkin-lynchburg-5?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,44,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",2.0,"{'latitude': 37.4098514708159, 'longitude': -79.2133392299946}",['delivery'],$,"{'address1': '3309 Old Forest Rd', 'address2': '', 'address3': None, 'city': 'Lynchburg', 'zip_code': '24501', 'country': 'US', 'state': 'VA', 'display_address': ['3309 Old Forest Rd', 'Lynchburg, VA 24501']}",+14343850142,(434) 385-0142,68305.70756979704
T0g-uERp18rqzfiSa8IrDA,kenneys-lexington,Kenney's,https://s3-media2.fl.yelpcdn.com/bphoto/Uq11QLAvFzrMPnc7_xwX-g/o.jpg,False,https://www.yelp.com/biz/kenneys-lexington?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 37.77299860906847, 'longitude': -79.44700166277765}",[],$,"{'address1': '635 Waddell St', 'address2': '', 'address3': '', 'city': 'Lexington', 'zip_code': '24450', 'country': 'US', 'state': 'VA', 'display_address': ['635 Waddell St', 'Lexington, VA 24450']}",+15404635730,(540) 463-5730,25566.4072664503
PZH23fiTEvJF4Keq3PS08w,the-pampered-palate-cafe-staunton,The Pampered Palate Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/cwWGoKXX-IXeL3O1VJ8NJA/o.jpg,False,https://www.yelp.com/biz/the-pampered-palate-cafe-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.1494598388672, 'longitude': -79.0717849731445}",['delivery'],$,"{'address1': '26 E Beverley St', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['26 E Beverley St', 'Staunton, VA 24401']}",+15408869463,(540) 886-9463,34625.96265522099
2FHTmukkjCRNo7VDJ5p-aQ,route-66-restaurant-and-board-shop-slaty-fork,Route 66 Restaurant & Board Shop,https://s3-media4.fl.yelpcdn.com/bphoto/rT6163vak16f5kjVak3Mlg/o.jpg,False,https://www.yelp.com/biz/route-66-restaurant-and-board-shop-slaty-fork?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 38.41507212834007, 'longitude': -80.03661291202286}",[],$,"{'address1': '598 Cass Rd', 'address2': '', 'address3': '', 'city': 'Slaty fork', 'zip_code': '26291', 'country': 'US', 'state': 'WV', 'display_address': ['598 Cass Rd', 'Slaty fork, WV 26291']}",+13045722200,(304) 572-2200,70789.80430220134
KuDlbdRyOVLHNaVcMERZXQ,tea-house-charlottesville,Tea House,https://s3-media4.fl.yelpcdn.com/bphoto/9nf7V0K37-cDboPutmEDrw/o.jpg,False,https://www.yelp.com/biz/tea-house-charlottesville?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"{'latitude': 38.0518845, 'longitude': -78.6806059}","['pickup', 'delivery']",$$,"{'address1': '325 Four Leaf Ln', 'address2': 'Ste 6', 'address3': None, 'city': 'Charlottesville', 'zip_code': '22903', 'country': 'US', 'state': 'VA', 'display_address': ['325 Four Leaf Ln', 'Ste 6', 'Charlottesville, VA 22903']}",+14348232868,(434) 823-2868,65015.85820293116
rZPekW9SqEYUUcqiIv59mw,pollo-a-la-brasa-harrisonburg,Pollo a La Brasa,https://s3-media2.fl.yelpcdn.com/bphoto/w1kn61wTBplPK7Ftb9X4qA/o.jpg,False,https://www.yelp.com/biz/pollo-a-la-brasa-harrisonburg?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'peruvian', 'title': 'Peruvian'}]",4.0,"{'latitude': 38.4266731726018, 'longitude': -78.846456252366}",['delivery'],$,"{'address1': '182 Neff Ave', 'address2': '', 'address3': 'W9', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['182 Neff Ave', 'W9', 'Harrisonburg, VA 22801']}",+15404354283,(540) 435-4283,68867.15734177249
04IzuBb2L-5xEv-fUDRleg,thomas-house-restaurant-dayton,Thomas House Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/YIxr_nJ4PCR-zRJS2NAn-g/o.jpg,False,https://www.yelp.com/biz/thomas-house-restaurant-dayton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'southern', 'title': 'Southern'}]",4.0,"{'latitude': 38.414421, 'longitude': -78.938564}","['pickup', 'delivery']",$,"{'address1': '222 Main St', 'address2': '', 'address3': '', 'city': 'Dayton', 'zip_code': '22821', 'country': 'US', 'state': 'VA', 'display_address': ['222 Main St', 'Dayton, VA 22821']}",+15408792181,(540) 879-2181,62241.29533653183
VqekGzaYiaAXdcKTaVor4A,chick-fil-a-waynesboro,Chick-fil-A,https://s3-media4.fl.yelpcdn.com/bphoto/bapmbykr26JS00BywcDicg/o.jpg,False,https://www.yelp.com/biz/chick-fil-a-waynesboro?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 38.058473, 'longitude': -78.944415}",['delivery'],$,"{'address1': '710 Shenandoah Village Dr', 'address2': '', 'address3': '', 'city': 'Waynesboro', 'zip_code': '22980', 'country': 'US', 'state': 'VA', 'display_address': ['710 Shenandoah Village Dr', 'Waynesboro, VA 22980']}",+15409329209,(540) 932-9209,42140.762296329325
D64pdZ1ts2CvfM3EwAAtIw,natures-cool-coffee-daleville-daleville,Natures Cool Coffee - Daleville,https://s3-media3.fl.yelpcdn.com/bphoto/klT0S59RzXsQKnzBJuCjuw/o.jpg,False,https://www.yelp.com/biz/natures-cool-coffee-daleville-daleville?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,43,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 37.4104241606, 'longitude': -79.9130486708}",[],$,"{'address1': '90 Town Center St', 'address2': 'Ste 106', 'address3': '', 'city': 'Daleville', 'zip_code': '24083', 'country': 'US', 'state': 'VA', 'display_address': ['90 Town Center St', 'Ste 106', 'Daleville, VA 24083']}",+15409663233,(540) 966-3233,78779.98814913549
T4aTm0nz164wBmKXCZHydg,joshua-wilton-house-restaurant-harrisonburg-2,Joshua Wilton House Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/rMAnnTjo9t9czne98UK2Gg/o.jpg,False,https://www.yelp.com/biz/joshua-wilton-house-restaurant-harrisonburg-2?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 38.4452, 'longitude': -78.86943}",[],$$$$,"{'address1': '412 S Main St', 'address2': '', 'address3': '', 'city': 'Harrisonburg', 'zip_code': '22801', 'country': 'US', 'state': 'VA', 'display_address': ['412 S Main St', 'Harrisonburg, VA 22801']}",+15404344464,(540) 434-4464,68874.0330361609
weDR6hkFXYkgL19EBPkfeQ,white-hall-vineyards-crozet,White Hall Vineyards,https://s3-media2.fl.yelpcdn.com/bphoto/QI10PHiFQzmjlOlOJdMdAA/o.jpg,False,https://www.yelp.com/biz/white-hall-vineyards-crozet?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'wineries', 'title': 'Wineries'}]",4.0,"{'latitude': 38.1345801, 'longitude': -78.6808407}",[],$$,"{'address1': '5282 Sugar Ridge Rd', 'address2': '', 'address3': '', 'city': 'Crozet', 'zip_code': '22932', 'country': 'US', 'state': 'VA', 'display_address': ['5282 Sugar Ridge Rd', 'Crozet, VA 22932']}",+14348238615,(434) 823-8615,66380.23168005189
Mz81Yu_irXFxew_ucp2CoQ,rudys-diner-shenandoah,Rudys Diner,https://s3-media4.fl.yelpcdn.com/bphoto/4zSkkRjcbHy5Nz-m76CAhQ/o.jpg,False,https://www.yelp.com/biz/rudys-diner-shenandoah?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 38.49586537138641, 'longitude': -78.62200867055223}",[],$,"{'address1': '418 N 5th St', 'address2': '', 'address3': '', 'city': 'Shenandoah', 'zip_code': '22849', 'country': 'US', 'state': 'VA', 'display_address': ['418 N 5th St', 'Shenandoah, VA 22849']}",+15406522002,(540) 652-2002,88736.34855100863
iClEdbcrlSV7WhF71o20xA,pho-1-forest-3,Pho 1,https://s3-media4.fl.yelpcdn.com/bphoto/zXvUdR1EBAstjoLWQhw4Xw/o.jpg,False,https://www.yelp.com/biz/pho-1-forest-3?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",3.5,"{'latitude': 37.3829054, 'longitude': -79.24656860000002}",['delivery'],$,"{'address1': '18396 Forest Rd', 'address2': 'Ste B', 'address3': '', 'city': 'Forest', 'zip_code': '24551', 'country': 'US', 'state': 'VA', 'display_address': ['18396 Forest Rd', 'Ste B', 'Forest, VA 24551']}",+14343858333,(434) 385-8333,70508.40360457209
lVG18YAxJzZh_qPgWOtpiA,margaritas-restaurant-nellysford,Margarita's Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/R0xe3jGEyX0fAxbAT2PM7A/o.jpg,False,https://www.yelp.com/biz/margaritas-restaurant-nellysford?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,"{'latitude': 37.8889938, 'longitude': -78.8752368}",[],$$,"{'address1': '2815 Rockfish Valley Hwy', 'address2': '', 'address3': '', 'city': 'Nellysford', 'zip_code': '22958', 'country': 'US', 'state': 'VA', 'display_address': ['2815 Rockfish Valley Hwy', 'Nellysford, VA 22958']}",+14342187767,(434) 218-7767,49406.615287139764
FM5xAFRozipWc0ZMIkj9rA,kathys-home-cooking-cafe-new-market,Kathy's Home Cooking Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/X1TwPKZvRX1xYWKgnMk1oA/o.jpg,False,https://www.yelp.com/biz/kathys-home-cooking-cafe-new-market?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 38.64541, 'longitude': -78.67274}",[],$,"{'address1': '9478 Congress St', 'address2': '', 'address3': '', 'city': 'New Market', 'zip_code': '22844', 'country': 'US', 'state': 'VA', 'display_address': ['9478 Congress St', 'New Market, VA 22844']}",+15407409007,(540) 740-9007,96793.3766445741
VwN2ZtxHNJh2NLNxLcDA2g,applebees-grill-bar-staunton,Applebee's Grill + Bar,https://s3-media4.fl.yelpcdn.com/bphoto/1aqh7jfyNidxQ5_PZt84eg/o.jpg,False,https://www.yelp.com/biz/applebees-grill-bar-staunton?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,42,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.0,"{'latitude': 38.122903, 'longitude': -79.066277}","['pickup', 'delivery']",$$,"{'address1': '139 Lee Jackson Hwy', 'address2': '', 'address3': '', 'city': 'Staunton', 'zip_code': '24401', 'country': 'US', 'state': 'VA', 'display_address': ['139 Lee Jackson Hwy', 'Staunton, VA 24401']}",+15408863867,(540) 886-3867,33775.712280554144
SflWsezDMWowLPHvTTFOkg,franks-pizza-pasta-and-subs-fairfield,Frank's Pizza Pasta & Subs,https://s3-media3.fl.yelpcdn.com/bphoto/N9HwnlzyHY9v1RNzehI3JQ/o.jpg,False,https://www.yelp.com/biz/franks-pizza-pasta-and-subs-fairfield?adjust_creative=u3n3MxneEKgTNb32qpsQBA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=u3n3MxneEKgTNb32qpsQBA,41,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 37.886428, 'longitude': -79.2774655}",[],$,"{'address1': '33 Soapy Pl', 'address2': None, 'address3': None, 'city': 'Fairfield', 'zip_code': '24435', 'country': 'US', 'state': 'VA', 'display_address': ['33 Soapy Pl', 'Fairfield, VA 24435']}",+15403779492,(540) 377-9492,17932.53171303175
